river	geom
Appomattox River 49	"LINESTRING ZM (-77.957670218 37.482799137 0 99.999953,-77.957440485 37.4827535380001 0 99.382453,-77.957125085 37.482959737 0 98.318353,-77.9560058169999 37.4832351370001 0 95.262953,-77.9554026179999 37.4829153370001 0 93.373253,-77.954942618 37.4823667370001 0 91.213653,-77.9542816169999 37.4817496700001 0 88.558153,-77.953506284 37.4814986700001 0 86.375253,-77.951554817 37.4818890710001 0 81.127253,-77.9513538159999 37.481843471 0 80.582153,-77.9504918819999 37.4812263370001 0 77.559753,-77.9504342829999 37.4810433370001 0 76.942253,-77.948710282 37.4795578700001 0 70.319453,-77.9479636149999 37.4793753370001 0 68.282253,-77.946872882 37.479376137 0 65.437153,-77.945982882 37.4791480700001 0 62.998553,-77.942278414 37.4776865360001 0 52.216453,-77.941158813 37.477550137 0 49.262053,-77.9395226789999 37.4775970700001 0 44.991453,-77.938575212 37.47739167 0 42.430253,-77.937943279 37.476934537 0 40.204053,-77.9377132119999 37.4765458700001 0 38.797453,-77.937683679 37.475722337 0 36.100753,-77.937367678 37.47544807 0 34.881953,-77.936678811 37.47537987 0 33.071253,-77.935588678 37.47599827 0 29.580753,-77.9343548109999 37.4763878700001 0 26.118753,-77.93326461 37.476937537 0 22.753653,-77.93289161 37.477029271 0 21.735353,-77.9312268099999 37.4770760710001 0 17.390053,-77.929390876 37.4784496710001 0 10.821253,-77.929161876 37.4790676710001 0 8.712153,-77.9289036759999 37.479227871 0 7.858553,-77.928502876 37.4802804710001 0 4.258153,-77.928244876 37.4807151380001 0 2.684253,-77.927785876 37.4810128710001 0 1.140553,-77.927384076 37.4811503380001 0 -4.69999999950232e-005)"
Appomattox River 50	"LINESTRING ZM (-77.967002688 37.484964271 0 99.999953,-77.966198288 37.4844845370001 0 90.466753,-77.9656238869999 37.4843249370001 0 84.694953,-77.964934821 37.4842797380001 0 78.134753,-77.9643320869999 37.4843946710001 0 72.254453,-77.96301162 37.4843958710001 0 59.725453,-77.96217882 37.484053471 0 50.833853,-77.9602826189999 37.48288847 0 28.115453,-77.9590764179999 37.4824777370001 0 15.669353,-77.958416018 37.4823867370001 0 9.310153,-77.957784685 37.4825702700001 0 2.933553,-77.957670218 37.482799137 0 -4.69999999950232e-005)"
Appomattox River 51	"LINESTRING ZM (-77.969386689 37.4858770700001 0 99.999953,-77.968209488 37.4857408710001 0 57.580053,-77.967462821 37.4854899370001 0 28.682153,-77.967002688 37.484964271 0 -4.69999999950232e-005)"
Appomattox River 52	"LINESTRING ZM (-77.980526025 37.486598271 0 99.999953,-77.9780846909999 37.4858229370001 0 77.239353,-77.9765338239999 37.485366937 0 62.922653,-77.97377829 37.4855526700001 0 38.972753,-77.971165822 37.4854179380001 0 16.299753,-77.9704770229999 37.48551007 0 10.250853,-77.969386689 37.4858770700001 0 -4.69999999950232e-005)"
Appomattox River 53	"LINESTRING ZM (-78.000765632 37.497375338 0 99.999953,-78.000449632 37.4975122720001 0 98.720853,-78.000075899 37.4977863390001 0 96.914753,-77.9997272319999 37.497968939 0 95.431053)"
Appomattox River 54	"LINESTRING ZM (-77.9997272319999 37.497968939 0 95.431053,-77.998602832 37.4976043390001 0 91.114453,-77.9977692319999 37.4971020720001 0 87.398053,-77.997395298 37.4967364720001 0 85.293253,-77.997393231 37.4955927390001 0 80.188653,-77.9972778979999 37.4952954710001 0 78.799953,-77.996961431 37.4949754720001 0 76.981653,-77.9963002969999 37.4945187390001 0 73.870053,-77.9951226969999 37.494245671 0 69.508753,-77.994691297 37.4938343380001 0 67.116353,-77.9944896969999 37.4934685380001 0 65.333353,-77.994374697 37.493400138 0 64.822953,-77.9936836959999 37.492280071 0 59.252753,-77.992821296 37.491617671 0 54.993053,-77.991814829 37.4906808710001 0 49.489253,-77.990692829 37.4892866710001 0 42.097453,-77.988996428 37.4878016700001 0 33.135253,-77.987789428 37.4870252700001 0 27.618653,-77.987502294 37.4869797370001 0 26.577553,-77.986841227 37.48650007 0 23.397853,-77.985864627 37.486157937 0 19.603853,-77.984974627 37.4860445370001 0 16.398553,-77.984228227 37.4860453370001 0 13.744053,-77.9822770929999 37.486642137 0 6.311453,-77.981473426 37.4867345370001 0 3.423753,-77.980526025 37.486598271 0 -4.69999999950232e-005)"
Appomattox River 55	"LINESTRING ZM (-78.010389635 37.4937492710001 0 99.999953,-78.009671101 37.494091671 0 93.559853,-78.009269301 37.494068338 0 90.461053,-78.008380234 37.4936555370001 0 82.545853,-78.0078634339999 37.493677871 0 78.564753,-78.007202301 37.494088871 0 72.114453,-78.0069721 37.4943631370001 0 68.929153,-78.0068549009999 37.495666871 0 56.310353,-78.006653101 37.496146939 0 51.422653,-78.006480634 37.496329872 0 49.213853,-78.005791833 37.4962146720001 0 43.800353,-78.0052469 37.4959166720001 0 38.716453,-78.0049023 37.4959162710001 0 36.065853,-78.0038683 37.496281072 0 27.367653,-78.003150233 37.4963946710001 0 21.736553,-78.001570499 37.4968273380001 0 8.887653,-78.000765899 37.4971924720001 0 1.765453,-78.000765632 37.497375338 0 -4.69999999950232e-005)"
Appomattox River 56	"LINESTRING ZM (-78.018728503 37.4853400690001 0 99.999953,-78.016028636 37.486320935 0 83.179753,-78.0148498359999 37.487371937 0 73.152153,-78.014274503 37.488194869 0 66.450753,-78.014186502 37.489269737 0 58.788053,-78.0145586359999 37.4899565360001 0 53.466353,-78.015475903 37.490689537 0 46.102653,-78.015331636 37.4911468700001 0 42.747953,-78.014239303 37.492015071 0 34.002553,-78.013750902 37.492220337 0 30.872753,-78.013349102 37.4921284710001 0 28.503353,-78.0128045019999 37.4916016700001 0 23.648153,-78.012431702 37.491418271 0 21.164653,-78.011828502 37.4916463370001 0 17.380253,-78.011483702 37.491851937 0 14.939153,-78.010907302 37.49310947 0 5.41525299999989,-78.010389635 37.4937492710001 0 -4.69999999950232e-005)"
Appomattox River 57	"LINESTRING ZM (-78.017114635 37.471704533 0 99.999953,-78.0168257019999 37.472825067 0 92.601253,-78.0167962359999 37.473305333 0 89.491353,-78.0164500349999 37.474448867 0 81.883153,-78.016362236 37.475501067 0 75.062853,-78.016414636 37.478520668 0 55.531253,-78.016212103 37.479504068 0 49.085853,-78.0160347029999 37.4826836680001 0 28.500953,-78.0164063029999 37.483553269 0 22.559553,-78.017008303 37.4840572690001 0 18.059353,-78.017725637 37.4842180690001 0 14.218853,-78.018787704 37.484150535 0 8.72775299999989,-78.0190745039999 37.4843338680001 0 6.83285299999989,-78.0190451029999 37.4847226690001 0 4.313653,-78.018728503 37.4853400690001 0 -4.69999999950232e-005)"
Appomattox River 58	"LINESTRING ZM (-78.020586037 37.472440066 0 99.999953,-78.020385437 37.4723025320001 0 94.395053,-78.020013503 37.4715702660001 0 73.399153,-78.019698303 37.4712724660001 0 63.044453,-78.0190671029999 37.4710888660001 0 48.811753,-78.018407103 37.4709966660001 0 34.618453,-78.017402236 37.471338732 0 11.472953,-78.017114635 37.471704533 0 -4.69999999950232e-005)"
Appomattox River 59	"LINESTRING ZM (-78.04431971 37.473376666 0 99.999953,-78.0424256429999 37.4732149320001 0 92.842653,-78.041621644 37.473488865 0 89.557353,-78.0405596429999 37.473602332 0 85.531453,-78.0398424429999 37.473395866 0 82.666253,-78.038752643 37.4727543320001 0 77.575653,-78.036745042 37.471814732 0 68.828053,-78.036113641 37.471722732 0 66.416253,-78.035482308 37.471676465 0 64.034153,-78.034477641 37.4718356660001 0 60.185353,-78.0330428409999 37.4716285320001 0 54.706553,-78.032497641 37.471627932 0 52.657953,-78.03120544 37.4721071330001 0 47.302853,-78.030373106 37.472175066 0 44.159153,-78.0292256389999 37.471739332 0 39.383253,-78.028651839 37.4717158650001 0 37.224453,-78.0271298389999 37.4722406660001 0 30.993453,-78.026354106 37.472834532 0 26.951953,-78.0251477049999 37.473496933 0 21.447553,-78.023711837 37.474021667 0 15.512453,-78.022420304 37.474089066 0 10.649353,-78.021760704 37.4737451330001 0 7.687853,-78.0207003039999 37.4727604660001 0 1.570353,-78.020586037 37.472440066 0 -4.69999999950232e-005)"
Appomattox River 60	"LINESTRING ZM (-78.051500446 37.468463931 0 99.999953,-78.051156046 37.468600931 0 96.507853,-78.050667846 37.468875064 0 91.089853,-78.050722713 37.4708882640001 0 68.168153,-78.050550046 37.4713456650001 0 62.731053,-78.049889246 37.4718940650001 0 54.076153,-78.049085245 37.472350932 0 45.118053,-78.047764312 37.4728304650001 0 31.949853,-78.045840911 37.473240666 0 13.886753,-78.04431971 37.473376666 0 -4.69999999950232e-005)"
Appomattox River 61	"LINESTRING ZM (-78.052936446 37.4677101300001 0 99.999953,-78.0529362469999 37.467847331 0 90.608253,-78.0525054459999 37.468052931 0 63.212853,-78.0515867129999 37.4683496640001 0 9.128653,-78.051500446 37.468463931 0 -4.69999999950232e-005)"
Appomattox River 62	"LINESTRING ZM (-78.066411049 37.4519574610001 0 99.999953,-78.0657223159999 37.452025527 0 97.348353,-78.0652918489999 37.4522083270001 0 95.484953,-78.0646024489999 37.4530315270001 0 90.741153,-78.0637696489999 37.4536944610001 0 86.244653,-78.0624778489999 37.454334127 0 80.434553,-78.061444448 37.454653728 0 76.199653,-78.0608704479999 37.4549736610001 0 73.523753,-78.058343247 37.4568934610001 0 60.186453,-78.0580548469999 37.4581971280001 0 53.842053,-78.057880914 37.4597985290001 0 46.138353,-78.0576213149999 37.461147929 0 39.595553,-78.0579635139999 37.463092729 0 30.183653,-78.057819314 37.4637102630001 0 27.173153,-78.0575032469999 37.4641675300001 0 24.671053,-78.055607714 37.46549293 0 15.038653,-78.054774514 37.4664532640001 0 9.442753,-78.053194713 37.4676874640001 0 0.992453,-78.052936446 37.4677101300001 0 -4.69999999950232e-005)"
Appomattox River 63	"LINESTRING ZM (-78.077112519 37.4531073260001 0 99.999953,-78.074502119 37.4523509260001 0 76.772753,-78.073813452 37.4522820600001 0 70.968453,-78.072780252 37.4526703270001 0 61.416253,-78.071258917 37.4533786600001 0 46.682853,-78.070570118 37.453469727 0 40.843953,-78.069451118 37.4534004610001 0 31.458053,-78.068532917 37.453445727 0 23.764853,-78.06810265 37.4532623270001 0 19.684653,-78.066411049 37.4519574610001 0 -4.69999999950232e-005)"
Appomattox River 64	"LINESTRING ZM (-78.085201722 37.4563368610001 0 99.999953,-78.0850583229999 37.4561994600001 0 97.537453,-78.082993055 37.45530646 0 71.733253,-78.0804111209999 37.4545044600001 0 41.299453,-78.0790057199999 37.45379466 0 23.026853,-78.077169919 37.4531759270001 0 1.136053,-78.077112519 37.4531073260001 0 -4.69999999950232e-005)"
Appomattox River 65	"LINESTRING ZM (-78.0922045249999 37.45402926 0 99.999953,-78.0923762579999 37.45476146 0 90.683153,-78.0923185249999 37.45535626 0 83.221353,-78.0921175239999 37.4556992600001 0 78.486153,-78.091629524 37.4560422600001 0 71.999253,-78.089247123 37.4570021270001 0 45.383653,-78.088414657 37.457436327 0 35.464753,-78.087869656 37.4574361270001 0 30.030853,-78.0871523229999 37.4572299270001 0 22.427953,-78.085201722 37.4563368610001 0 -4.69999999950232e-005)"
Appomattox River 66	"LINESTRING ZM (-78.0993848589999 37.440717523 0 99.999953,-78.098122326 37.440968857 0 93.272253,-78.097978725 37.4412662560001 0 91.205853,-78.097835059 37.4419066570001 0 86.987453,-78.097232258 37.4425700570001 0 81.675553,-78.0957972579999 37.443461658 0 72.270053,-78.095280658 37.4438732580001 0 68.494353,-78.094505258 37.445291324 0 58.463453,-78.094245458 37.4477847250001 0 42.239853,-78.093727924 37.4496147250001 0 30.075853,-78.093124458 37.451330259 0 18.522753,-78.092233924 37.4528854590001 0 7.437353,-78.092176325 37.453251526 0 5.045153,-78.0922045249999 37.45402926 0 -4.69999999950232e-005)"
Appomattox River 67	"LINESTRING ZM (-78.100704326 37.441015457 0 99.999953,-78.0997291259999 37.440740657 0 25.038953,-78.0993848589999 37.440717523 0 -4.69999999950232e-005)"
Appomattox River 68	"LINESTRING ZM (-78.124773734 37.445596057 0 99.999953,-78.124630267 37.445618924 0 99.592053,-78.124257467 37.445367123 0 98.229653,-78.1236549339999 37.445229856 0 96.482453,-78.123167133 37.4451840570001 0 95.112853,-78.1225071329999 37.445321123 0 93.211253,-78.121015266 37.4453438570001 0 89.050653,-78.118691465 37.445183457 0 82.547053,-78.116424864 37.4448169240001 0 76.098353,-78.11542073 37.445205657 0 72.985953,-78.114444931 37.4460062570001 0 69.081753,-78.1132972629999 37.4463948580001 0 65.605153,-78.107902729 37.4475602580001 0 50.021453,-78.1071853289999 37.4478117250001 0 47.836353,-78.106008529 37.448886658 0 42.846553,-78.105319862 37.449138125 0 40.734653,-78.1044590609999 37.449137858 0 38.334553,-78.103311527 37.448748659 0 34.857553,-78.101044927 37.4484962590001 0 28.476553,-78.10067226 37.448084325 0 26.700353,-78.1006150599999 37.4475124580001 0 24.693953,-78.1020800599999 37.4438755240001 0 11.334753,-78.1020520599999 37.4425029230001 0 6.533753,-78.101822727 37.4419766570001 0 4.585353,-78.100704326 37.441015457 0 -4.69999999950232e-005)"
Appomattox River 69	"LINESTRING ZM (-78.1258923349999 37.4479295240001 0 99.999953,-78.1258063339999 37.4479067240001 0 97.202853,-78.1253472669999 37.4474719240001 0 75.201953,-78.1250605339999 37.446122324 0 22.212453,-78.124773734 37.445596057 0 -4.69999999950232e-005)"
Appomattox River 70	"LINESTRING ZM (-78.1301380689999 37.4542211250001 0 99.999953,-78.128043535 37.453671925 0 78.038753,-78.127584468 37.4533288580001 0 71.771453,-78.1276131349999 37.4531228590001 0 69.181953,-78.1274696679999 37.4530771250001 0 67.642953,-78.127383935 37.4511554580001 0 43.618153,-78.1268674679999 37.450125857 0 29.763753,-78.1265809349999 37.448821857 0 13.223253,-78.1259497349999 37.448112657 0 2.358453,-78.1258923349999 37.4479295240001 0 -4.69999999950232e-005)"
Appomattox River 71	"LINESTRING ZM (-78.1392630719999 37.4596434590001 0 99.999953,-78.138430872 37.4594146590001 0 92.479253,-78.1380864719999 37.4591401260001 0 88.318153,-78.137512538 37.458522326 0 80.078953,-78.136393471 37.4577445260001 0 67.394453,-78.136221271 37.4573785260001 0 63.204953,-78.135790871 37.4568751260001 0 56.675753,-78.135016137 37.456280459 0 47.487053,-78.133495271 37.455662659 0 32.903553,-78.13257707 37.4550678590001 0 22.795153,-78.130970336 37.4544270580001 0 7.445353,-78.1301380689999 37.4542211250001 0 -4.69999999950232e-005)"
Appomattox River 72	"LINESTRING ZM (-78.14107094 37.4588655250001 0 99.999953,-78.140152673 37.4594833250001 0 43.148553,-78.1392630719999 37.4596434590001 0 -4.69999999950232e-005)"
Appomattox River 73	"LINESTRING ZM (-78.146953275 37.4548617240001 0 99.999953,-78.146838475 37.4548617240001 0 98.605953,-78.146379474 37.455342124 0 89.407053,-78.145690874 37.4556396580001 0 79.895853,-78.14385414 37.456028658 0 56.818253,-78.142735273 37.4570811250001 0 35.803353,-78.14190294 37.457424259 0 24.424753,-78.1413866729999 37.4580419260001 0 13.118653,-78.14107094 37.4588655250001 0 -4.69999999950232e-005)"
Appomattox River 74	"LINESTRING ZM (-78.159061945 37.452847123 0 99.999953,-78.158746478 37.453259057 0 95.747153,-78.158230078 37.4535335240001 0 91.387353,-78.157311744 37.453625324 0 84.885953,-78.155790944 37.453419657 0 74.050453,-78.1528065429999 37.4524133240001 0 51.288053,-78.151773476 37.452230457 0 43.854453,-78.1507691419999 37.452299123 0 36.773353,-78.149793541 37.452528058 0 29.629453,-78.148932875 37.4528484570001 0 22.956853,-78.147986074 37.453489124 0 14.233053,-78.147469675 37.453969525 0 8.658253,-78.146953275 37.4548617240001 0 -4.69999999950232e-005)"
Appomattox River 75	"LINESTRING ZM (-78.185283152 37.443802921 0 99.999953,-78.1850252849999 37.4444436540001 0 97.567553,-78.184824485 37.4446267210001 0 96.688453,-78.184107285 37.4448558550001 0 94.461653,-78.182500752 37.445085255 0 89.757953,-78.181697484 37.4451083220001 0 87.441453,-78.1805209509999 37.4449715210001 0 84.014753,-78.1793731509999 37.444720321 0 80.584453,-78.1787704829999 37.4444460550001 0 78.584453,-78.1776224829999 37.4436227210001 0 74.134253,-78.1767902829999 37.443279854 0 71.434553,-78.175240749 37.4431659210001 0 66.949653,-78.174006949 37.4429604540001 0 63.317053,-78.1722853479999 37.4425034540001 0 58.087453,-78.171797548 37.442457721 0 56.671853,-78.170965681 37.442526721 0 54.261353,-78.170191148 37.4428700550001 0 51.707353,-78.1697608809999 37.443167655 0 50.065653,-78.1687859469999 37.4446319210001 0 44.072953,-78.1678682799999 37.445501522 0 39.964953,-78.167351947 37.4458677220001 0 37.973353,-78.1665199459999 37.4460967220001 0 35.436653,-78.164109879 37.4464404560001 0 28.380653,-78.1630772789999 37.447035456 0 24.708853,-78.162274279 37.448339656 0 19.457053,-78.160696478 37.4493694560001 0 13.580553,-78.160208745 37.4498956570001 0 11.215453,-78.159606745 37.451131123 0 6.42435299999988,-78.159061878 37.452641257 0 0.744153,-78.159061945 37.452847123 0 -4.69999999950232e-005)"
Appomattox River 76	"LINESTRING ZM (-78.1858263519999 37.4409429200001 0 99.999953,-78.1854537519999 37.441515053 0 78.066553,-78.1853974859999 37.4431166540001 0 23.553953,-78.185283152 37.443802921 0 -4.69999999950232e-005)"
Appomattox River 77	"LINESTRING ZM (-78.187423952 37.427604651 0 99.999953,-78.187366885 37.4279935180001 0 97.164853,-78.185934151 37.4303505180001 0 78.197553,-78.185103485 37.4321124520001 0 64.567053,-78.184989085 37.4328903190001 0 58.895653,-78.185047152 37.4340799190001 0 50.274953,-78.1855940849999 37.4368480530001 0 29.982753,-78.1857376849999 37.4370996530001 0 27.981053,-78.185996952 37.43854072 0 17.439053,-78.185940552 37.44018792 0 5.50675299999989,-78.1858263519999 37.4409429200001 0 -4.69999999950232e-005)"
Appomattox River 78	"LINESTRING ZM (-78.2047960899999 37.4154933140001 0 99.999953,-78.20471049 37.415882314 0 98.476753,-78.203879689 37.417026714 0 93.376553,-78.202274556 37.4182630490001 0 86.512553,-78.201501289 37.419430248 0 81.421153,-78.2015888889999 37.4211689150001 0 74.710053,-78.202049356 37.422861649 0 68.029753,-78.202107556 37.4239140500001 0 63.966953,-78.2023667559999 37.4249434500001 0 59.917553,-78.202252489 37.425561117 0 57.509553,-78.201937489 37.42617905 0 54.936853,-78.201536156 37.4265452500001 0 53.061153,-78.2009912889999 37.4266828500001 0 51.303353,-78.199815356 37.4268665160001 0 47.617853,-78.198066088 37.4275080510001 0 41.696053,-78.1972630879999 37.427714318 0 39.101353,-78.196316555 37.4278062510001 0 36.168653,-78.194050287 37.42757865 0 29.143453,-78.190807353 37.425635517 0 16.667653,-78.1893442859999 37.4252015170001 0 11.866453,-78.188655752 37.4252933170001 0 9.719353,-78.188397885 37.42559085 0 8.324353,-78.187423952 37.427604651 0 -4.69999999950232e-005)"
Appomattox River 79	"LINESTRING ZM (-78.20573609 37.4085378460001 0 99.999953,-78.20544989 37.409178513 0 90.402153,-78.204964089 37.410940646 0 64.941153,-78.2049962899999 37.4148068470001 0 10.380953,-78.204939489 37.415378914 0 2.282853,-78.2047960899999 37.4154933140001 0 -4.69999999950232e-005)"
Appomattox River 80	"LINESTRING ZM (-78.20702469 37.406546646 0 99.999953,-78.20593629 37.4079200460001 0 28.198353,-78.20573609 37.4085378460001 0 -4.69999999950232e-005)"
Appomattox River 81	"LINESTRING ZM (-78.207511757 37.4061574450001 0 99.999953,-78.20702469 37.406546646 0 -4.69999999950232e-005)"
Appomattox River 82	"LINESTRING ZM (-78.217223759 37.3973659100001 0 99.999953,-78.216422359 37.3987392440001 0 87.431953,-78.216221759 37.398876511 0 85.682753,-78.214876292 37.400867911 0 66.914053,-78.214446492 37.401302844 0 62.319153,-78.211351158 37.4028377110001 0 38.197853,-78.210147691 37.4037536450001 0 27.189453,-78.20785589 37.4061344450001 0 2.285453,-78.207511757 37.4061574450001 0 -4.69999999950232e-005)"
